x,Ch1_1
24205.0,7907.0
24206.0,7616.0
24207.0,7156.0
24208.0,8589.0
24227.0,1461.0
24236.0,1436.0
24242.0,1476.0
24244.0,1434.0
24259.0,1474.0
24264.0,1434.0
24268.0,1470.0
24269.0,7642.0
24336.0,10191.0
24338.0,13236.0
24377.0,9722.0
24401.0,1444.0
24444.0,7733.0
24510.0,10267.0
24512.0,13218.0
24551.0,9604.0
24552.0,8804.0
24553.0,8085.0
24554.0,7673.0
24555.0,7268.0
24556.0,8646.0
24575.0,1453.0
24589.0,1481.0
24592.0,1437.0
24598.0,1475.0
24615.0,1428.0
24617.0,1469.0
24618.0,8114.0
24684.0,10348.0
24686.0,13354.0
24725.0,9621.0
24748.0,1440.0
24792.0,8366.0
24860.0,13596.0
24899.0,9798.0
24900.0,8931.0
24901.0,8198.0
24902.0,7994.0
24903.0,7433.0
24904.0,8839.0
24922.0,1437.0
24924.0,1482.0
24928.0,1441.0
24930.0,1479.0
24947.0,1439.0
24951.0,1474.0
24954.0,1429.0
24964.0,1477.0
24965.0,8568.0
25034.0,13631.0
25073.0,9873.0
25096.0,1440.0
25140.0,8869.0
25208.0,13892.0
25247.0,9915.0
25248.0,8958.0
25249.0,8314.0
25250.0,8212.0
25251.0,7499.0
25252.0,8908.0
25271.0,1440.0
25273.0,1483.0
25279.0,1415.0
25280.0,1479.0
25282.0,1436.0
25300.0,1478.0
25310.0,1426.0
25313.0,1465.0
25314.0,8714.0
25382.0,13961.0
25421.0,9968.0
25422.0,9301.0
25423.0,8409.0
25424.0,8158.0
25425.0,7674.0
25426.0,9188.0
25444.0,1431.0
25457.0,1482.0
25484.0,1434.0
25487.0,9357.0
25555.0,14088.0
25565.0,5297.0
25591.0,6637.0
25594.0,10181.0
25595.0,9235.0
25596.0,8606.0
25597.0,8300.0
25598.0,7919.0
25599.0,9212.0
25600.0,10907.0
25601.0,5532.0
25602.0,5118.0
25603.0,4241.0
25604.0,5640.0
25617.0,1429.0
25621.0,1463.0
25623.0,1433.0
25636.0,1465.0
25644.0,1436.0
25646.0,1479.0
25656.0,1418.0
25659.0,1455.0
25661.0,9050.0
25729.0,14045.0
25768.0,10349.0
25769.0,9384.0
25770.0,8528.0
25771.0,8220.0
25772.0,7814.0
25773.0,9236.0
25791.0,1469.0
25796.0,1421.0
25806.0,1481.0
25819.0,1435.0
25830.0,1470.0
25831.0,1424.0
25835.0,9448.0
25890.0,7048.0
25901.0,11305.0
25903.0,14424.0
25942.0,10470.0
25943.0,9585.0
25944.0,8766.0
25945.0,8352.0
25946.0,7820.0
25947.0,9221.0
25949.0,5748.0
25950.0,5214.0
25951.0,4335.0
25952.0,5784.0
25965.0,1450.0
25972.0,1476.0
25976.0,1426.0
25986.0,1488.0
25990.0,1442.0
25999.0,1480.0
26007.0,1445.0
26008.0,11164.0
26065.0,7193.0
26077.0,14512.0
26116.0,10664.0
26123.0,5746.0
26124.0,5267.0
26125.0,4406.0
26126.0,5892.0
26139.0,1445.0
26153.0,1479.0
26157.0,1443.0
26158.0,1490.0
26163.0,1446.0
26171.0,1472.0
26181.0,1448.0
26182.0,10316.0
26189.0,6077.0
26249.0,11372.0
26251.0,14741.0
26290.0,10591.0
26291.0,9756.0
26292.0,8932.0
26293.0,8590.0
26294.0,8154.0
26295.0,9638.0
26297.0,5724.0
26298.0,5355.0
26299.0,4371.0
26300.0,5918.0
26313.0,1458.0
26330.0,1482.0
26331.0,1447.0
26340.0,1480.0
26341.0,1449.0
26344.0,1488.0
26356.0,1445.0
26357.0,10473.0
26365.0,6204.0
26423.0,11502.0
26425.0,14886.0
26464.0,10833.0
26465.0,9820.0
26466.0,9062.0
26467.0,8754.0
26468.0,8265.0
26469.0,9762.0
26471.0,5880.0
26472.0,5352.0
26473.0,4497.0
26474.0,6040.0
26487.0,1461.0
26494.0,1434.0
26499.0,1482.0
26500.0,1440.0
26501.0,1479.0
26503.0,1426.0
26521.0,1490.0
26529.0,1457.0
26530.0,10543.0
26539.0,6309.0
26596.0,11656.0
26599.0,14691.0
26638.0,10646.0
26639.0,9925.0
26640.0,9066.0
26641.0,8707.0
26642.0,8297.0
26643.0,9836.0
26645.0,5786.0
26646.0,5474.0
26647.0,4487.0
26648.0,6085.0
26661.0,1440.0
26669.0,1482.0
26678.0,1430.0
26682.0,1489.0
26693.0,1435.0
26703.0,1458.0
26704.0,10800.0
26713.0,6280.0
26771.0,11684.0
26773.0,15178.0
26812.0,10886.0
26813.0,10382.0
26814.0,9144.0
26815.0,8950.0
26816.0,8375.0
26817.0,9814.0
26818.0,13196.0
26819.0,6082.0
26820.0,5648.0
26821.0,4528.0
26822.0,6110.0
26835.0,1445.0
26836.0,1474.0
26839.0,1421.0
26842.0,1472.0
26845.0,1432.0
26856.0,1474.0
26861.0,1439.0
26863.0,1470.0
26877.0,1445.0
26878.0,11421.0
26885.0,6393.0
26945.0,11958.0
26947.0,14853.0
26958.0,5598.0
26983.0,7100.0
26986.0,11169.0
26987.0,10434.0
26988.0,9376.0
26990.0,8657.0
26991.0,9930.0
26992.0,13390.0
26994.0,5763.0
26995.0,4600.0
26996.0,6123.0
27010.0,1450.0
27015.0,1475.0
27030.0,1437.0
27033.0,1471.0
27036.0,1428.0
27037.0,1486.0
27051.0,1455.0
27052.0,11418.0
27121.0,15015.0
27160.0,11182.0
27161.0,10473.0
