x,Ch1_9
56435.0,9205.0
56542.0,20889.0
56555.0,9215.0
56662.0,20963.0
56718.0,9191.0
56882.0,20906.0
56937.0,9224.0
57082.0,20887.0
57095.0,9206.0
57102.0,20872.0
57135.0,9249.0
57182.0,20915.0
57197.0,9242.0
57322.0,20915.0
57397.0,8986.0
58914.0,14397.0
62015.0,14409.0
