x,Ch1_7,is_cusum_turning,is_steep_endpoint
10806.0,46895.0,0,1
10817.0,46494.0,1,0
10836.0,44911.0,1,1
10841.0,42403.0,1,0
10842.0,42299.0,0,1
10848.0,43131.0,1,0
10864.0,45698.0,1,0
10877.0,46603.0,1,0
10969.0,50031.0,1,0
10973.0,48874.0,0,1
10987.0,54034.0,1,1
10988.0,58920.0,0,1
10992.0,49810.0,1,0
10995.0,49021.0,1,0
11011.0,46519.0,1,0
11017.0,45904.0,0,1
11024.0,45822.0,1,0
11036.0,45149.0,0,1
11037.0,45080.0,1,0
11040.0,42784.0,1,0
11042.0,42166.0,1,1
11049.0,43091.0,1,0
11051.0,43279.0,1,0
11071.0,46268.0,1,0
11076.0,46790.0,1,0
11164.0,47490.0,1,0
11173.0,48979.0,0,1
11185.0,54021.0,1,0
11187.0,53775.0,1,1
11188.0,58988.0,0,1
11192.0,49717.0,1,0
11210.0,46553.0,1,0
11219.0,45739.0,0,1
11236.0,44992.0,0,1
11240.0,42669.0,1,0
11242.0,42206.0,1,1
11249.0,43290.0,1,0
11263.0,45468.0,1,0
11272.0,46368.0,1,0
11369.0,49391.0,1,0
11373.0,48529.0,0,1
11385.0,53807.0,1,0
11387.0,53361.0,1,1
11388.0,59028.0,0,1
11392.0,49596.0,1,0
11396.0,49029.0,1,0
11413.0,46163.0,0,1
11416.0,46220.0,1,0
11435.0,44961.0,1,1
11440.0,42751.0,1,0
11442.0,42004.0,0,1
11457.0,44415.0,1,0
11463.0,45466.0,1,0
11469.0,46097.0,1,0
11483.0,46890.0,1,0
11564.0,47300.0,1,0
11573.0,48357.0,0,1
11585.0,53784.0,1,0
11587.0,53843.0,1,1
11588.0,58967.0,0,1
11592.0,49715.0,1,0
11608.0,46752.0,1,0
11620.0,45759.0,0,1
11628.0,45627.0,1,0
11636.0,45488.0,1,1
11641.0,42168.0,1,0
11643.0,42263.0,1,0
11647.0,42732.0,0,1
11654.0,44040.0,1,0
11656.0,44167.0,1,0
11671.0,46175.0,1,0
11694.0,47092.0,1,0
11764.0,47141.0,1,0
11773.0,47938.0,0,1
11785.0,53303.0,1,0
11787.0,52394.0,1,1
11788.0,58702.0,0,1
11792.0,49770.0,1,0
11814.0,46389.0,1,1
11835.0,45341.0,0,1
11841.0,42398.0,1,0
11843.0,41969.0,0,1
11844.0,42123.0,1,0
11856.0,44407.0,1,0
11867.0,45793.0,1,0
11882.0,46923.0,1,0
11969.0,48902.0,1,0
11973.0,47903.0,0,1
11987.0,53542.0,1,0
11989.0,53558.0,1,1
11990.0,58705.0,0,1
11994.0,49825.0,1,0
11998.0,49125.0,1,0
12014.0,46153.0,1,0
12016.0,45814.0,0,1
12037.0,45028.0,0,1
12043.0,41994.0,1,0
12047.0,42068.0,0,1
12065.0,44803.0,1,0
12069.0,45709.0,1,0
12166.0,47102.0,1,0
12175.0,47646.0,0,1
12187.0,53299.0,1,0
12189.0,52405.0,1,1
12190.0,58363.0,0,1
12194.0,49585.0,1,0
12207.0,47210.0,1,0
12228.0,45361.0,0,1
12237.0,45216.0,0,1
12243.0,41941.0,1,0
12247.0,42213.0,0,1
12250.0,42557.0,1,0
12264.0,44990.0,1,0
12273.0,45861.0,1,0
12279.0,46394.0,1,0
12366.0,47004.0,1,0
12375.0,47232.0,0,1
12387.0,53241.0,1,0
12389.0,52437.0,1,1
12390.0,58927.0,0,1
12394.0,49826.0,1,0
12398.0,48719.0,1,0
12400.0,48275.0,1,0
12415.0,46149.0,0,1
12421.0,45725.0,1,0
12437.0,45216.0,0,1
12442.0,42039.0,1,0
12444.0,41681.0,1,0
12446.0,41699.0,0,1
12451.0,42773.0,1,0
12456.0,43625.0,1,0
12464.0,45066.0,1,0
12469.0,45275.0,1,0
12566.0,47231.0,1,0
12571.0,48868.0,1,0
12575.0,47165.0,0,1
12589.0,53301.0,1,1
12590.0,58838.0,0,1
12594.0,49931.0,1,0
12612.0,46757.0,1,0
12617.0,46369.0,1,1
12637.0,45301.0,1,1
12642.0,42119.0,1,0
12644.0,41817.0,1,1
12665.0,45084.0,1,0
12671.0,45581.0,1,0
12693.0,46861.0,1,0
12767.0,47022.0,1,0
12768.0,46124.0,0,1
12772.0,48755.0,0,1
12775.0,46879.0,0,1
12787.0,52983.0,1,0
12789.0,53349.0,1,1
12790.0,58859.0,0,1
12794.0,49432.0,1,0
12796.0,49292.0,1,0
12817.0,46288.0,1,0
12823.0,45758.0,0,1
12837.0,45119.0,0,1
12838.0,44876.0,1,0
12842.0,41891.0,1,0
12848.0,42155.0,0,1
12857.0,43838.0,1,0
12863.0,44797.0,1,0
12883.0,46475.0,1,0
12889.0,46624.0,1,0
12972.0,48604.0,1,0
12975.0,46800.0,0,1
12987.0,52942.0,1,0
12989.0,52373.0,1,1
12990.0,58700.0,0,1
12994.0,49842.0,1,0
13004.0,47779.0,1,0
13018.0,46078.0,0,1
13024.0,45555.0,1,0
13037.0,45138.0,1,1
13044.0,41426.0,1,1
13061.0,44497.0,1,0
13075.0,45701.0,1,0
13168.0,45833.0,0,1
13172.0,48509.0,0,1
13175.0,46646.0,1,1
13187.0,52780.0,1,0
13189.0,52586.0,1,1
13190.0,58440.0,0,1
13194.0,49508.0,1,0
13204.0,47352.0,1,0
13222.0,45282.0,0,1
13223.0,45598.0,1,0
13237.0,44637.0,1,1
13245.0,41300.0,1,0
13248.0,41936.0,0,1
13262.0,44515.0,1,0
13270.0,45608.0,1,0
13284.0,46318.0,1,0
13366.0,46971.0,1,0
13375.0,46516.0,0,1
13387.0,52706.0,1,0
13389.0,52724.0,1,1
13390.0,58665.0,0,1
13394.0,49599.0,1,0
13403.0,47483.0,1,0
13418.0,45497.0,1,0
13423.0,45464.0,0,1
13437.0,44715.0,0,1
13442.0,41579.0,1,0
13444.0,41035.0,0,1
13446.0,41222.0,1,0
13459.0,43905.0,1,0
13471.0,45212.0,1,0
13487.0,46414.0,1,0
13575.0,46097.0,1,0
13576.0,46598.0,0,1
13587.0,52685.0,1,0
13589.0,53067.0,1,1
13590.0,58651.0,0,1
13594.0,49220.0,1,0
13601.0,47761.0,1,0
13617.0,45697.0,1,0
13620.0,45177.0,0,1
13637.0,44681.0,0,1
13642.0,41353.0,1,0
13646.0,40928.0,0,1
13661.0,44232.0,1,0
13683.0,46300.0,1,0
13766.0,46638.0,1,0
13771.0,48307.0,1,0
13776.0,45984.0,0,1
13789.0,52616.0,1,1
13790.0,58383.0,0,1
13794.0,49329.0,1,0
13801.0,47647.0,1,0
13816.0,45096.0,1,1
13837.0,44567.0,0,1
13841.0,41769.0,1,0
13844.0,41114.0,1,1
13866.0,44962.0,1,0
13876.0,45860.0,1,0
13966.0,46717.0,1,0
13976.0,45828.0,0,1
13987.0,52302.0,1,0
13989.0,52319.0,1,1
13990.0,58753.0,0,1
13992.0,49779.0,1,0
13994.0,50052.0,1,0
14003.0,47248.0,1,0
14008.0,46318.0,1,0
14020.0,44889.0,0,1
14025.0,44738.0,1,0
14036.0,44626.0,1,1
14043.0,40920.0,1,0
14046.0,41242.0,0,1
14061.0,44308.0,1,0
14070.0,45510.0,1,0
14084.0,46622.0,1,0
14172.0,48383.0,1,1
14176.0,46021.0,0,1
14177.0,46237.0,0,1
14187.0,52111.0,1,0
14189.0,51823.0,1,1
14190.0,58454.0,0,1
14192.0,49832.0,1,0
14194.0,49524.0,1,0
14212.0,45663.0,1,0
14216.0,45011.0,0,1
14236.0,44273.0,1,1
14241.0,41493.0,1,0
14243.0,40765.0,0,1
14247.0,41562.0,0,1
14258.0,43923.0,1,0
14264.0,45130.0,1,0
14277.0,46385.0,0,1
14282.0,46474.0,1,0
14297.0,46953.0,1,0
14368.0,45791.0,0,1
14372.0,48548.0,1,1
14376.0,45750.0,0,1
14387.0,52351.0,1,0
14389.0,52244.0,1,1
14390.0,58536.0,0,1
14392.0,49393.0,1,0
14394.0,49570.0,1,0
14410.0,45775.0,1,0
14416.0,45229.0,0,1
14436.0,44566.0,1,1
14441.0,41526.0,1,0
14444.0,41012.0,1,1
14447.0,41398.0,0,1
14463.0,45017.0,1,0
14480.0,46551.0,0,1
14487.0,46730.0,1,0
14566.0,46739.0,1,0
14576.0,45798.0,0,1
14587.0,52453.0,1,0
14589.0,51660.0,1,1
14590.0,58185.0,0,1
14592.0,49307.0,1,0
14594.0,49697.0,1,0
14598.0,49078.0,1,0
14603.0,47129.0,1,0
14618.0,44829.0,0,1
14622.0,44612.0,1,0
14636.0,44340.0,0,1
14641.0,41365.0,1,0
14643.0,40751.0,1,0
14645.0,41094.0,0,1
14651.0,42327.0,0,1
14661.0,44620.0,1,0
14664.0,45113.0,0,1
14678.0,46029.0,1,0
14766.0,46763.0,1,0
14776.0,45651.0,1,1
14789.0,52852.0,1,0
14791.0,52502.0,1,1
14792.0,58614.0,0,1
14794.0,49554.0,1,0
14796.0,49544.0,1,0
14799.0,49051.0,1,0
14804.0,47226.0,1,0
14822.0,44826.0,1,1
14838.0,44322.0,1,1
14843.0,41285.0,1,0
14847.0,41092.0,0,1
14852.0,42307.0,0,1
14857.0,43530.0,1,0
14868.0,45287.0,1,0
14877.0,46380.0,0,1
14968.0,47095.0,1,0
14978.0,45862.0,0,1
14989.0,52372.0,1,0
14991.0,52296.0,1,1
14992.0,57962.0,0,1
14994.0,49198.0,1,0
14996.0,49322.0,1,0
15000.0,48757.0,1,0
15008.0,45906.0,1,0
15016.0,44914.0,0,1
15038.0,44351.0,1,1
15043.0,41301.0,1,0
15046.0,40756.0,1,0
15047.0,41045.0,0,1
15048.0,41111.0,1,0
15050.0,41464.0,0,1
15053.0,42508.0,1,0
15068.0,45069.0,1,0
15080.0,46514.0,0,1
15083.0,46400.0,1,0
15170.0,45916.0,0,1
15174.0,49101.0,1,1
15178.0,46333.0,0,1
15189.0,52486.0,1,0
15191.0,51977.0,1,1
15192.0,56978.0,0,1
15196.0,49009.0,1,0
15213.0,44919.0,1,0
15215.0,45169.0,0,1
15238.0,44088.0,0,1
15243.0,41161.0,1,0
15245.0,40757.0,1,1
15256.0,42900.0,1,0
15269.0,45256.0,1,0
15293.0,46854.0,1,0
15368.0,46620.0,1,0
15372.0,46594.0,1,0
15378.0,46023.0,0,1
15391.0,51829.0,1,1
15392.0,56514.0,0,1
15396.0,48573.0,1,0
15399.0,48355.0,1,0
15410.0,45376.0,1,0
15414.0,44696.0,0,1
15438.0,43880.0,0,1
15443.0,41011.0,1,0
15445.0,40642.0,1,0
15448.0,41131.0,1,1
15449.0,41216.0,0,1
15464.0,44432.0,1,0
15469.0,45112.0,1,0
15478.0,46148.0,0,1
15489.0,46548.0,1,0
15570.0,45186.0,1,1
15574.0,49481.0,0,1
15578.0,46334.0,0,1
15589.0,52650.0,1,0
15591.0,51477.0,1,1
15592.0,56410.0,0,1
15594.0,49228.0,1,0
15596.0,48475.0,1,0
15611.0,45268.0,1,0
15614.0,44944.0,0,1
15638.0,43925.0,1,1
15643.0,41033.0,1,0
15645.0,40632.0,1,0
15649.0,41249.0,1,1
15652.0,41919.0,0,1
15664.0,44510.0,1,0
15665.0,44807.0,0,1
15673.0,45569.0,1,0
15678.0,45739.0,1,0
15686.0,46347.0,1,0
15768.0,46812.0,1,0
15778.0,46415.0,0,1
15789.0,52841.0,1,0
15791.0,51190.0,1,1
15792.0,55889.0,0,1
15794.0,49424.0,1,0
15796.0,48261.0,1,0
15802.0,47021.0,1,0
15814.0,44438.0,0,1
15838.0,44108.0,0,1
15843.0,41003.0,1,0
15845.0,40592.0,1,0
15847.0,40961.0,0,1
15849.0,41251.0,1,0
15856.0,42833.0,1,0
15878.0,45841.0,1,0
15970.0,45215.0,1,1
15974.0,49747.0,0,1
15978.0,46464.0,0,1
15991.0,52545.0,1,1
15992.0,55931.0,0,1
15996.0,48247.0,1,0
16013.0,44642.0,1,1
16038.0,43890.0,0,1
16043.0,41159.0,1,0
16046.0,40646.0,1,0
16047.0,40940.0,0,1
16049.0,41410.0,1,0
16063.0,44184.0,1,0
16074.0,45340.0,1,0
16170.0,45186.0,1,1
16174.0,49931.0,0,1
16175.0,47329.0,1,0
16178.0,46290.0,0,1
16191.0,52040.0,1,1
16192.0,55609.0,0,1
16196.0,48115.0,1,0
16201.0,47054.0,1,0
16212.0,44631.0,0,1
16238.0,43701.0,0,1
16243.0,40668.0,1,0
16245.0,40572.0,1,1
16249.0,41048.0,1,0
16253.0,41969.0,1,0
16261.0,43821.0,1,0
16270.0,45141.0,1,0
16285.0,46250.0,1,0
16292.0,46505.0,1,0
16370.0,47090.0,1,0
16375.0,47238.0,1,0
16378.0,46552.0,0,1
16390.0,52732.0,0,1
16392.0,55837.0,0,1
16394.0,49261.0,1,0
16396.0,48380.0,1,0
16413.0,44267.0,1,1
16439.0,43562.0,0,1
16443.0,40958.0,1,0
16445.0,40640.0,1,1
16466.0,44612.0,1,0
16471.0,45214.0,1,0
16484.0,46185.0,1,0
16568.0,46562.0,1,0
16572.0,46438.0,1,0
16577.0,46242.0,0,1
16590.0,52199.0,0,1
16591.0,52366.0,1,0
16592.0,55108.0,0,1
16596.0,47893.0,1,0
16600.0,47174.0,1,0
16613.0,44175.0,1,1
16639.0,43740.0,0,1
16643.0,40545.0,1,0
16645.0,40336.0,1,0
16647.0,40606.0,0,1
16661.0,43620.0,1,0
16678.0,45823.0,1,0
16683.0,46069.0,1,0
16770.0,47695.0,1,0
16775.0,47308.0,1,0
16778.0,46962.0,0,1
16790.0,52722.0,0,1
16791.0,51633.0,1,0
16792.0,55141.0,0,1
16794.0,49137.0,1,0
16796.0,47809.0,1,0
16803.0,46073.0,1,0
16814.0,44098.0,0,1
16839.0,43513.0,1,1
16843.0,41052.0,1,0
16846.0,40671.0,1,0
16847.0,40799.0,0,1
16860.0,43495.0,1,0
16879.0,45781.0,1,0
16888.0,46023.0,1,0
16970.0,48278.0,1,0
16972.0,45955.0,1,0
16975.0,47060.0,1,0
16977.0,46196.0,1,1
16990.0,52570.0,0,1
16991.0,51877.0,1,0
16992.0,55341.0,0,1
16994.0,48800.0,1,0
16996.0,47735.0,1,0
17000.0,47118.0,1,0
17016.0,44186.0,0,1
17017.0,43847.0,1,0
17038.0,43529.0,0,1
17043.0,40681.0,1,0
17045.0,40409.0,1,0
17046.0,40817.0,0,1
17054.0,42353.0,1,1
17077.0,45754.0,1,0
17083.0,46120.0,1,1
17170.0,45778.0,1,1
17174.0,50177.0,0,1
17175.0,47446.0,1,0
17178.0,47133.0,0,1
17190.0,52943.0,0,1
17191.0,52115.0,1,0
17192.0,55113.0,0,1
17196.0,47519.0,1,0
17209.0,44905.0,1,0
17215.0,44232.0,0,1
17239.0,43297.0,0,1
17244.0,40736.0,1,0
17247.0,40870.0,1,0
17248.0,40852.0,0,1
17266.0,44529.0,1,0
17273.0,45288.0,1,0
17368.0,46531.0,1,0
17373.0,51490.0,1,0
17375.0,47184.0,1,0
17377.0,46671.0,0,1
17391.0,51490.0,1,1
17392.0,54915.0,0,1
17394.0,48474.0,1,0
17396.0,47483.0,1,0
17404.0,45510.0,1,0
17414.0,44119.0,0,1
17439.0,43370.0,0,1
17444.0,40348.0,1,0
17447.0,40744.0,0,1
17449.0,40995.0,1,0
17454.0,42325.0,1,0
17457.0,43068.0,1,0
17462.0,43782.0,1,0
17481.0,45945.0,1,0
17570.0,45188.0,1,1
17574.0,50180.0,0,1
17577.0,46248.0,0,1
17590.0,52775.0,0,1
17591.0,53281.0,1,1
17593.0,50604.0,1,0
17596.0,40574.0,1,0
17601.0,5032.0,1,0
17607.0,3064.0,0,1
17622.0,2099.0,1,0
17641.0,1399.0,1,0
17654.0,1425.0,0,1
17659.0,42953.0,1,0
17661.0,43804.0,0,1
17662.0,43688.0,1,0
17665.0,43241.0,1,0
17670.0,42532.0,1,0
17685.0,40758.0,1,0
17714.0,40426.0,0,1
17722.0,21461.0,1,1
17723.0,21162.0,0,1
17732.0,43622.0,0,1
17754.0,43439.0,0,1
17759.0,44926.0,1,0
17762.0,44823.0,1,0
17765.0,52849.0,0,1
17767.0,48336.0,1,0
17768.0,45341.0,0,1
17774.0,5384.0,1,0
17776.0,3884.0,1,0
17790.0,1398.0,0,1
17791.0,1408.0,1,0
17827.0,1418.0,0,1
17832.0,43912.0,1,0
17834.0,45049.0,1,0
17836.0,45243.0,1,1
17841.0,44263.0,1,0
17853.0,42586.0,1,0
17889.0,40294.0,0,1
17896.0,21541.0,1,1
17897.0,21306.0,0,1
17906.0,43406.0,0,1
17928.0,43925.0,0,1
17936.0,44584.0,1,0
17939.0,53609.0,0,1
17941.0,48584.0,1,0
17942.0,45385.0,0,1
17948.0,5462.0,1,0
17961.0,1404.0,0,1
18001.0,1398.0,1,1
18006.0,44194.0,1,0
18009.0,44970.0,1,0
18010.0,44972.0,0,1
18017.0,43938.0,1,0
18040.0,41589.0,1,0
18043.0,41143.0,1,0
18063.0,40694.0,0,1
18070.0,21358.0,1,1
18071.0,20954.0,0,1
18081.0,43638.0,0,1
18101.0,43628.0,0,1
18110.0,44136.0,1,0
18113.0,53573.0,0,1
18115.0,48650.0,1,0
18116.0,45633.0,0,1
18122.0,5356.0,1,0
18134.0,1421.0,0,1
18175.0,1410.0,0,1
18180.0,43793.0,1,0
18182.0,44747.0,1,1
18198.0,42779.0,1,0
18223.0,41406.0,1,0
18237.0,40957.0,0,1
18244.0,21477.0,1,1
18245.0,21095.0,0,1
18253.0,43549.0,1,0
18255.0,43779.0,0,1
18277.0,44529.0,0,1
18281.0,45786.0,1,0
18284.0,44150.0,1,0
18287.0,53773.0,0,1
18289.0,48632.0,1,0
18290.0,45431.0,0,1
18297.0,4450.0,1,0
18307.0,1413.0,0,1
18349.0,1398.0,0,1
18354.0,43753.0,1,0
18356.0,44654.0,0,1
18357.0,44616.0,1,0
18373.0,42409.0,1,0
18411.0,40530.0,0,1
18418.0,21685.0,1,1
18419.0,21528.0,0,1
18426.0,43229.0,1,0
18428.0,43532.0,0,1
18450.0,43798.0,0,1
18458.0,43986.0,1,0
18461.0,53947.0,0,1
18463.0,48693.0,1,0
18464.0,45532.0,0,1
18471.0,4691.0,1,0
18481.0,1412.0,0,1
18523.0,1379.0,0,1
18528.0,43870.0,1,0
18529.0,44686.0,0,1
18533.0,44208.0,1,0
18554.0,42006.0,1,0
18558.0,41935.0,1,0
18563.0,41638.0,1,0
18585.0,41008.0,0,1
18592.0,21347.0,1,1
18593.0,21171.0,0,1
18601.0,43490.0,1,0
18603.0,43810.0,0,1
18624.0,44171.0,0,1
18632.0,44090.0,1,0
18635.0,53901.0,0,1
18637.0,48419.0,1,0
18638.0,45424.0,0,1
18645.0,4599.0,1,0
18654.0,1398.0,0,1
18697.0,1395.0,0,1
18702.0,43751.0,1,0
18704.0,44386.0,1,1
18712.0,43630.0,1,0
18719.0,42899.0,1,0
18759.0,40958.0,0,1
18766.0,21237.0,1,1
18767.0,21003.0,0,1
18775.0,43708.0,1,0
18777.0,43780.0,0,1
18798.0,44253.0,0,1
18803.0,45675.0,1,0
18806.0,43756.0,1,0
18809.0,53717.0,1,1
18811.0,48463.0,1,0
18812.0,44906.0,0,1
18819.0,4355.0,1,0
18828.0,1451.0,0,1
18871.0,1444.0,0,1
18876.0,44009.0,1,0
18878.0,44571.0,0,1
18879.0,44452.0,1,0
18902.0,41999.0,1,0
18932.0,41443.0,0,1
18940.0,21738.0,1,1
18941.0,21438.0,0,1
18948.0,43132.0,1,0
18951.0,43582.0,0,1
18973.0,44783.0,0,1
18980.0,43847.0,1,0
18983.0,53657.0,1,1
18985.0,48663.0,1,0
18986.0,45282.0,0,1
18993.0,4374.0,1,0
19001.0,1434.0,0,1
19045.0,1430.0,1,1
19050.0,43928.0,1,0
19053.0,44485.0,0,1
19059.0,43703.0,1,0
19081.0,41950.0,1,0
19107.0,40845.0,0,1
19114.0,32308.0,1,1
19115.0,32325.0,0,1
19119.0,40079.0,1,0
19124.0,43375.0,1,0
19131.0,43890.0,0,1
19147.0,44630.0,0,1
19154.0,43765.0,1,0
19157.0,53572.0,1,1
19159.0,48329.0,1,0
19160.0,45417.0,0,1
19167.0,4147.0,1,0
19174.0,1423.0,0,1
19219.0,1419.0,1,1
19224.0,44243.0,1,0
19225.0,44472.0,0,1
19245.0,42717.0,1,0
19280.0,41885.0,0,1
19288.0,32582.0,1,1
19289.0,33134.0,0,1
19293.0,40733.0,1,0
19305.0,44098.0,0,1
19319.0,44123.0,0,1
19328.0,43609.0,1,0
19331.0,53100.0,1,1
19333.0,48467.0,1,0
19334.0,45306.0,0,1
19340.0,5610.0,1,0
19348.0,1406.0,0,1
19393.0,1409.0,1,1
19398.0,45079.0,1,1
19411.0,43436.0,1,0
19426.0,42970.0,1,0
19454.0,42525.0,0,1
19462.0,34150.0,1,1
19463.0,33571.0,0,1
19467.0,44284.0,1,1
19471.0,43368.0,1,0
19494.0,44914.0,0,1
19499.0,46327.0,1,0
19502.0,50100.0,1,0
19504.0,49137.0,1,0
19505.0,52237.0,0,1
19507.0,48206.0,1,0
19508.0,45192.0,0,1
19509.0,48106.0,1,0
19514.0,5501.0,1,0
19521.0,1400.0,0,1
19567.0,1410.0,0,1
19572.0,46085.0,1,1
19584.0,45646.0,1,0
19597.0,46336.0,1,0
19620.0,48395.0,1,0
19625.0,48883.0,1,0
19627.0,48778.0,0,1
19628.0,49114.0,1,0
19636.0,35063.0,1,1
19637.0,34624.0,0,1
19641.0,56153.0,1,0
19642.0,53733.0,0,1
19643.0,51804.0,0,1
19644.0,51109.0,1,0
19647.0,50207.0,1,0
19649.0,50661.0,0,1
19673.0,51951.0,0,1
19678.0,56149.0,0,1
19679.0,56878.0,0,1
19683.0,46901.0,1,0
19688.0,5324.0,1,0
19694.0,1424.0,0,1
19742.0,1382.0,0,1
19747.0,53027.0,1,0
19749.0,53499.0,0,1
19763.0,51883.0,1,0
19801.0,50978.0,0,1
19810.0,34169.0,1,1
19811.0,33656.0,0,1
19815.0,56509.0,1,0
19816.0,53655.0,0,1
19817.0,52096.0,0,1
19818.0,50877.0,1,0
19820.0,49613.0,1,0
19822.0,50398.0,0,1
19823.0,50924.0,0,1
19834.0,52965.0,0,1
19847.0,52185.0,0,1
19852.0,55418.0,1,1
19853.0,56033.0,0,1
19855.0,46920.0,1,0
19857.0,46804.0,1,0
19862.0,5046.0,1,0
19868.0,1401.0,0,1
19918.0,1385.0,1,1
19922.0,52577.0,0,1
19975.0,50510.0,0,1
19984.0,35048.0,1,1
19985.0,35317.0,0,1
19989.0,57719.0,1,1
19991.0,53045.0,0,1
19992.0,51427.0,1,0
19995.0,49763.0,1,0
19996.0,49774.0,0,1
19997.0,50568.0,0,1
19999.0,50926.0,1,0
20010.0,52502.0,0,1
20021.0,51706.0,0,1
20026.0,53700.0,1,1
20027.0,54852.0,0,1
20031.0,46134.0,1,0
20036.0,5039.0,1,0
20042.0,1411.0,0,1
20091.0,1420.0,0,1
20096.0,51951.0,1,0
20097.0,52520.0,0,1
20099.0,52299.0,1,0
20120.0,50208.0,1,0
20149.0,50395.0,0,1
20158.0,35528.0,1,1
20159.0,35143.0,0,1
20163.0,57685.0,1,0
20164.0,54860.0,0,1
20165.0,52299.0,0,1
20167.0,49288.0,1,0
20170.0,48295.0,1,0
20171.0,49252.0,0,1
20173.0,49475.0,1,0
20199.0,53586.0,0,1
20203.0,44560.0,1,0
20205.0,44917.0,1,0
20210.0,5088.0,1,0
20217.0,1417.0,0,1
20264.0,1424.0,0,1
20269.0,51468.0,1,0
20271.0,52277.0,0,1
